"id","country_id","fa_name","en_name","created_at","updated_at"
"57","4","شارجه","Sharjah","2026-02-21 15:29:51","2026-02-21 15:29:51"
"58","3","آدانا","Adana","2026-02-21 15:29:51","2026-02-21 15:29:51"
"59","12","مسکو","Moscow","2026-02-21 15:29:51","2026-02-21 15:29:51"
"60","3","ترابزون","Trabzon","2026-02-21 15:29:51","2026-02-21 15:29:51"
"61","4","ابوظبی",NULL,"2026-02-21 15:29:51","2026-02-21 15:29:51"
"62","13","دمشق","Damascus","2026-02-21 15:29:51","2026-02-21 15:29:51"
"63","14","تاشکند","Tashkent","2026-02-21 15:29:52","2026-02-21 15:29:52"
"64","2","بصره","Basra","2026-02-21 15:29:52","2026-02-21 15:29:52"
"65","15","لبنان",NULL,"2026-02-21 15:29:52","2026-02-21 15:29:52"
"66","16","بحرین","Bahrain","2026-02-21 15:29:52","2026-02-21 15:29:52"
"67","17","کویت","Kuwait","2026-02-21 15:29:52","2026-02-21 15:29:52"
"68","18","لاهور","LAHOR","2026-02-21 15:29:52","2026-02-21 15:29:52"
"69","2","اربیل","Erbil","2026-02-21 15:29:52","2026-02-21 15:29:52"
"70","19","ناحیه‌های تابع جمهوری",NULL,"2026-02-21 15:29:52","2026-02-21 15:29:52"
"71","3","بورسا","Bursa","2026-02-21 15:29:52","2026-02-21 15:29:52"
"72","3","یالووا","Yalova","2026-02-21 15:29:52","2026-02-21 15:29:52"
"73","3","موغلا","Muğla","2026-02-21 15:29:52","2026-02-21 15:29:52"
"74","3","ساکاریا","Sakarya","2026-02-21 15:29:52","2026-02-21 15:29:52"
"75","3","دنیزلی","Denizli","2026-02-21 15:29:52","2026-02-21 15:29:52"
"76","3","اسکی‌شهر","Eskişehir","2026-02-21 15:29:52","2026-02-21 15:29:52"
"77","3","بولو","Bolu","2026-02-21 15:29:52","2026-02-21 15:29:52"
"78","3","اردو","Ordu","2026-02-21 15:29:52","2026-02-21 15:29:52"
"79","3","قوجاایلی","Kocaeli","2026-02-21 15:29:52","2026-02-21 15:29:52"
"80","3","سامسون","Samsun","2026-02-21 15:29:52","2026-02-21 15:29:52"
"81","3","هاتای","Hatay","2026-02-21 15:29:52","2026-02-21 15:29:52"
"82","3","نوشهیر","Nevşehir","2026-02-21 15:29:52","2026-02-21 15:29:52"
"83","3","دیاربکر","Diyarbakır","2026-02-21 15:29:52","2026-02-21 15:29:52"
"84","3","غازی‌آنتپ","Gaziantep","2026-02-21 15:29:52","2026-02-21 15:29:52"
"85","3","قیصریه","Kayseri","2026-02-21 15:29:52","2026-02-21 15:29:52"
"86","3","قهرمان‌مرعش","Kahramanmaraş","2026-02-21 15:29:52","2026-02-21 15:29:52"
"87","3","مرسین","Mersin","2026-02-21 15:29:52","2026-02-21 15:29:52"
"88","3","ماردین","Mardin","2026-02-21 15:29:52","2026-02-21 15:29:52"
"89","3","کارابوک","Karabük","2026-02-21 15:29:52","2026-02-21 15:29:52"
"90","3","شانلی‌اورفا","Şanlıurfa","2026-02-21 15:29:52","2026-02-21 15:29:52"
"91","3","سیواس","Sivas","2026-02-21 15:29:52","2026-02-21 15:29:52"
"92","3","ملاتیا","Malatya","2026-02-21 15:29:52","2026-02-21 15:29:52"
"93","3","مانیسا","Manisa","2026-02-21 15:29:52","2026-02-21 15:29:52"
"94","3","بالیکسیر","Balıkesir","2026-02-21 15:29:52","2026-02-21 15:29:52"
"95","3","ریزه","rize","2026-02-21 15:29:52","2026-02-21 15:29:52"
"96","3","ارزروم","Erzurum","2026-02-21 15:29:52","2026-02-21 15:29:52"
"97","3","آدی‌یامان","Adıyaman","2026-02-21 15:29:52","2026-02-21 15:29:52"
"98","3","آغری","Ağrı","2026-02-21 15:29:52","2026-02-21 15:29:52"
"99","3","باتمان","Batman","2026-02-21 15:29:52","2026-02-21 15:29:52"
"100","3","ارزنجان","Erzincan","2026-02-21 15:29:52","2026-02-21 15:29:52"
"101","3","اسپارتا","Isparta","2026-02-21 15:29:53","2026-02-21 15:29:53"
"102","3","قارص","Kars","2026-02-21 15:29:53","2026-02-21 15:29:53"
"103","3","تکیرداغ","Tekirdağ","2026-02-21 15:29:53","2026-02-21 15:29:53"
"104","3","اوشاک","Uşak","2026-02-21 15:29:53","2026-02-21 15:29:53"
"105","3","چاناق‌قلعه","Çanakkale","2026-02-21 15:29:53","2026-02-21 15:29:53"
"106","3","آق‌سرای","Aksaray","2026-02-21 15:29:53","2026-02-21 15:29:53"
"107","3","الازیغ","Elazığ","2026-02-21 15:29:53","2026-02-21 15:29:53"
"108","3","چانقری","Çankırı","2026-02-21 15:29:53","2026-02-21 15:29:53"
"109","3","قسطمونی","Kastamonu","2026-02-21 15:29:53","2026-02-21 15:29:53"
"110","3","بوردور","Burdur","2026-02-21 15:29:53","2026-02-21 15:29:53"
"111","4","فجیره","Fujairah","2026-02-21 15:29:53","2026-02-21 15:29:53"
"112","4","عجمان","Ajman","2026-02-21 15:29:53","2026-02-21 15:29:53"
"113","4","رأس‌الخیمه","Ras Al Khaimah","2026-02-21 15:29:53","2026-02-21 15:29:53"
"114","4","ام‌القوین","Umm Al Quwain","2026-02-21 15:29:53","2026-02-21 15:29:53"
"115","4","تانزانیا","Tanzania","2026-02-21 15:29:53","2026-02-21 15:29:53"
"116","20","زنگبار","Zanzibar","2026-02-21 15:29:53","2026-02-21 15:29:53"
"117","21","شرم‌الشیخ","Sharm El Sheikh","2026-02-21 15:29:53","2026-02-21 15:29:53"
"118","3","سیعرت","Siirt","2026-02-21 15:29:53","2026-02-21 15:29:53"
"119","3","چوروم","Çorum","2026-02-21 15:29:53","2026-02-21 15:29:53"
"120","3","توکات","Tokat","2026-02-21 15:29:53","2026-02-21 15:29:53"
"121","3","نیغده","Niğde","2026-02-21 15:29:53","2026-02-21 15:29:53"
"122","3","کرکلارایلی","Kırklareli","2026-02-21 15:29:53","2026-02-21 15:29:53"
"123","3","موش","Muş","2026-02-21 15:29:53","2026-02-21 15:29:53"
"124","3","زونگولداغ","Zonguldak","2026-02-21 15:29:53","2026-02-21 15:29:53"
"125","3","آفیون‌قره‌حصار","Afyonkarahisar","2026-02-21 15:29:53","2026-02-21 15:29:53"
"126","3","ادرنه","Edirne","2026-02-21 15:29:53","2026-02-21 15:29:53"
